borrowerId,borrowerFname,borrowerMname,borroweLname,borrowerStreet,borrowerCity,borrowerState,borrowerZip,borrowerDOB,borrowerRace,borrowerEthnicity,borrowerGender,borrowerAnnualIncomeUSD
424,ANGEL,NULL,Ardion,1309 OLD FORGE ROAD,LITTLE ROCK,AR,72227,9/24/1976,Black,European American,Female,79142
425,DESIREE,NULL,Arcano,2807 WYLDS ROAD,AUGUSTA,GA,30909,7/26/1982,White,European American,Male,27173
426,ANTONIA,NULL,Artist,1417 SOUTH VALLEY MILLS DRIVE,WACO,TX,76711,12/20/1994,White,European American,Male,42954
427,HOPE,NULL,Beavers,375 W. BROADWAY,NEW YORK,NY,10012,10/28/1981,White,European American,Male,78099
428,GINGER,NULL,Barriger,188 MONTAGUE STREET,BROOKLYN,NY,11201,9/1/1994,Unknown,European American,Male,13020
429,JANIS,NULL,Bergmann,6600 PEACHTREE-DUNWOODY,ATLANTA,GA,30328,6/12/1997,White,European American,Male,20626
430,BETSY,NULL,Aydelott,STATE. ROAD #2 KM. 86.9,HATILLO,PR,659,12/28/2000,White,European American,Male,11865
431,CHRISTIE,NULL,Basilio,ROAD 604 KM. 49.1,MANATI,PR,674,12/4/1996,White,European American,Male,40838
432,FREDA,NULL,Barish,1648 MCGRATHIANA PARKWAY,LEXINGTON,KY,40511,11/9/1995,Hispanic,European American,Male,80293
433,MERCEDES,NULL,Agustine,6185 RIVERS AVENUE,NORTH CHARLESTON,SC,29406,3/22/1995,White,European American,Male,22112
434,MEREDITH,NULL,Baio,1230 MAIN STREET,CLIFTON,NJ,7011,9/5/1988,Hispanic,European American,Male,64942
435,LYNETTE,NULL,Amert,821 SOUTH MOUNT OLIVE STREET,SILOAM SPRINGS,AR,72761,8/24/1988,White,European American,Male,55151
436,TERI,NULL,Baxa,440 NORTH TELEGRAPH,PONTIAC,MI,48341,6/17/1993,White,European American,Male,48717
437,CRISTINA,NULL,Bali,13430 NORTH BLACK CANYON HIGHWAY,PHOENIX,AZ,85029,2/29/2000,White,European American,Female,58140
438,EULA,NULL,Antkowiak,346 YORK ROAD,CARLISLE,PA,17013,8/8/1992,White,European American,Male,69876
439,LEIGH,NULL,Bartosiewicz,3725 RAMSEY STREET,FAYETTEVILLE,NC,28311,8/19/2001,White,European American,Female,73031
440,MEGHAN,NULL,Akerman,111 CROSLEY STREET,WEST MONROE,LA,71291,8/1/1979,White,European American,Male,29997
441,SOPHIA,NULL,Baugher,1227 GRAND CAILLOU ROAD,HOUMA,LA,70363,1/3/1992,Black,European American,Female,85292
442,ELOISE,NULL,Aziz,3704 COLISEUM BOULEVARD,ALEXANDRIA,LA,71303,9/2/1990,Hispanic,European American,Male,54266
443,ROCHELLE,NULL,Azevedo,2829 4TH AVENUE,LAKE CHARLES,LA,70601,10/24/1987,Black,European American,Male,70010
444,GRETCHEN,NULL,Angwin,815 SOUTH STATE STREET,DAVISON,MI,48423,2/15/1982,White,European American,Male,74602
445,CECELIA,NULL,Baylon,7124 SOUTH INTERSTATE 35,OKLAHOMA CITY,OK,76101,8/17/1994,Black,European American,Male,64208
446,RAQUEL,NULL,Arviso,11420 EAST FREEWAY STE. 100,HOUSTON,TX,77029,8/25/1984,White,European American,Female,53732
447,HENRIETTA,NULL,Arevalos,9001 NORTH WESLEYAN ROAD,INDIANAPOLIS,IN,46268,7/28/1989,White,European American,Female,24120
448,ALYSSA,NULL,Antman,1411 RAILROAD AVENUE,BELLINGHAM,WA,98225,7/2/1988,White,European American,Male,78029
449,JANA,D,Anacker,4730 ONTARIO MILLS PARKWAY,ONTARIO,CA,91764,1/10/1982,White,European American,Male,65070
450,KELLEY,NULL,Auringer,5445 BALBOA BOULEVARD,ENCINO,CA,91316,10/20/1980,White,European American,Male,56410
451,GWEN,NULL,Atherholt,445 E. UNIVERSITY DRIVE,GRANGER,IN,46530,7/22/1997,White,European American,Male,75296
452,KERRY,NULL,Addams,1800 BOX ROAD,COLUMBUS,GA,31907,9/20/1997,White,European American,Male,69038
453,JENNA,NULL,Allbones,CHULA VISTA CENTER SUITE 144,CHULA VISTA,CA,91910,10/5/1993,White,European American,Male,82300
454,TRICIA,NULL,Barrs,3231 NORTH DECATUR BOULEVARD,LAS VEGAS,NV,89131,7/13/1992,Hispanic,European American,Male,21940
455,LAVERNE,NULL,Barbarin,2241 S. WATSON ROAD,ARLINGTON,TX,76010,6/23/2001,White,European American,Male,74514
456,OLIVE,NULL,Balonek,1101 WESTWOOD DRIVE,WAUSAU,WI,54401,2/23/1986,White,European American,Male,23959
457,ALEXIS,NULL,Batalla,7201 TWO NOTCH ROAD,COLUMBIA,SC,29223,1/15/1987,White,European American,Male,85266
458,TASHA,NULL,Abnet,3629 95TH AVENUE NORTHEAST,BLAINE,MN,55014,1/28/2000,White,European American,Male,40808
459,SILVIA,NULL,Anselm,8650 WEST SPRING LAKE ROAD,MOKENA,IL,60448,8/14/1983,White,European American,Male,89031
460,ELVIRA,NULL,Abell,272 NORTH BEDFORD ROAD,MOUNT KISCO,NY,10549,8/10/1993,White,European American,Male,17688
461,CASEY,NULL,Averill,4200 SOUTH FREEWAY SUITE 1940,FORT WORTH,TX,76115,11/1/2000,Hispanic,European American,Male,26736
462,DELIA,NULL,Allers,874 AMERICAN PACIFIC DRIVE,HENDERSON,NV,89014,10/22/1984,White,European American,Male,24860
463,SOPHIE,NULL,Bassler,1860 WILMA RUDOLPH BOULEVARD,CLARKSVILLE,TN,37040,9/21/1978,Asian,European American,Male,16174
464,KATE,NULL,Annunziata,2421 FITZGERALD INDUSTRIAL DRIVE,BOWLING GREEN,KY,42101,5/7/1984,White,European American,Female,81212
465,PATTI,NULL,Apley,310 THIRD AVENUE,CHULA VISTA,CA,91910,10/16/1986,White,European American,Male,58054
466,LORENA,NULL,Batta,3401 RIO HONDO AVENUE,EL MONTE,CA,91731,3/12/1975,White,European American,Male,10159
467,KELLIE,NULL,Bandt,401 CARL KARCHER WAY,ANAHEIM,CA,92801,10/29/1991,White,European American,Male,68576
468,SONJA,NULL,Aipopo,#2 SOCCER PARK ROAD,FENTON,MO,63026,10/22/2000,White,European American,Male,21762
469,LILA,NULL,Accomando,3500 EAST DESTINATION DRIVE,APPLETON,WI,54915,4/20/1986,White,European American,Male,36831
470,LANA,NULL,Almgren,2803 BREWERTON ROAD,MATTYDALE,NY,13211,4/10/1977,White,European American,Male,62871
471,DARLA,NULL,Anzai,6070 EAST INDEPENDENCE  BOULEVARD,CHARLOTTE,NC,28212,6/4/1982,White,European American,Female,13607
472,MAY,NULL,Ancelet,1400 SOUTH ABILENE STREET,AURORA,CO,80012,6/1/1989,Black,European American,Male,71923
473,MINDY,NULL,Almeter,1425 WEST 14TH STREET,TEMPE,AZ,85281,6/15/1983,Black,European American,Male,42545
474,ESSIE,A,Baldi,2541 HIGHWAY 501 EAST,CONWAY,SC,29526,12/26/1985,White,European American,Male,35046
475,MANDY,NULL,Aguillon,1030 EAST JEFFERSON BOULEVARD,SOUTH BEND,IN,46617,2/12/1990,White,European American,Female,78796
476,LORENE,NULL,Batra,119 FAIRFIELD AVENUE,BELLEVUE,KY,41073,6/1/1990,White,European American,Female,57600
477,ELSA,NULL,Aguado,415 GOLDEN BEAR COURT,MURFREESBORO,TN,37128,1/15/1987,White,European American,Male,14721
478,JOSEFINA,NULL,Benedek,160 SHELTON LANE,RUSSELLVILLE,KY,42276,1/20/2000,White,European American,Male,80230
479,JEANNIE,NULL,Andrus,2085 MONTIEL ROAD,SAN MARCOS,CA,92069,10/21/1984,White,European American,Male,83545
480,MIRANDA,NULL,Beaudion,4042 PARKS OAK BOULEVARD,TAMPA,FL,33610,1/15/1975,White,European American,Male,70922
481,DIXIE,NULL,Bardales,1291 HARGETT STREET,JACKSONVILLE,NC,28540,11/19/1997,White,European American,Female,34068
482,LUCIA,NULL,Barresi,7627 EWING BOULEVARD,FLORENCE,KY,41042,7/20/1993,White,European American,Female,70926
483,MARTA,NULL,Agostino,50 NATIONAL COLLEGE BOULEVARD,PIKEVILLE,KY,41501,12/3/1980,White,European American,Male,36336
484,FAITH,NULL,Ardon,115 EAST LEXINGTON AVENUE,DANVILLE,KY,40422,10/22/1975,Hispanic,European American,Male,73525
485,LELA,NULL,Bartrum,125 S. KILLARNEY LANE,RICHMOND,KY,40475,5/10/1997,White,European American,Female,55366
486,JOHANNA,NULL,Beinlich,3950 DIXIE HIGHWAY,LOUISVILLE,KY,40216,2/4/1980,White,European American,Female,54424
487,SHARI,NULL,Barz,2376 SIR BARTON WAY,LEXINGTON,KY,40509,1/22/1988,White,European American,Female,73300
488,CAMILLE,NULL,Belluz,4390 BAY ROAD,SAGINAW,MI,48603,12/31/1976,White,European American,Male,79852
489,TAMI,NULL,Barfuss,22500  TOWN CIRCLE SUITE 2205,MORENO VALLEY,CA,92553,5/19/1978,Hispanic,European American,Male,10349
490,SHAWNA,NULL,Alvarenga,3030 WILLIAM PEREIRA DRIVE,NORMAN,OK,73072,1/18/1991,Hispanic,European American,Male,42870
491,ELISA,NULL,Beresky,621 NW FRONTAGE ROAD,AUGUSTA,GA,30907,10/25/1992,Unknown,European American,Male,15106
492,EBONY,NULL,Ballog,1105 NATIONAL MINE DRIVE,MADISONVILLE,KY,42431,9/24/1983,White,European American,Female,46972
493,MELBA,NULL,Bears,1901 PAUL WALSH DRIVE,MACON,GA,31206,5/26/1990,White,European American,Male,49949
494,ORA,NULL,Bendzans,9501 CORTANA PLACE,BATON ROUGE,LA,70815,4/4/1978,White,European American,Male,14706
495,NETTIE,NULL,Berenschot,2841 GREENBRIAR PARKWAY,ATLANTA,GA,30331,4/28/1985,White,European American,Female,77714
496,TABITHA,NULL,Batko,17390 DUGDALE DRIVE,SOUTH BEND,IN,46635,11/7/1981,White,European American,Male,84392
497,OLLIE,NULL,Albanez,8488 GEORGIA STREET,MERRILLVILLE,IN,46410,5/26/1993,White,European American,Male,34136
498,JAIME,NULL,Aderholdt,350 HOWARD STREET,SPARTANBURG,SC,29303,12/27/1981,White,European American,Female,89844
499,WINIFRED,NULL,Benzango,3215 LEMONE INDUSTRIAL BOULEVARD,COLUMBIA,MO,65201,5/28/1983,White,European American,Male,26376
500,KRISTIE,NULL,Arroyos,1860 UNIVERSITY  AVENUE,RIVERSIDE,CA,92507,10/3/1985,White,European American,Male,77427
501,MARINA,NULL,Barlip,150 TAYLOR STATION,COLUMBUS,OH,43213,10/18/1999,Hispanic,European American,Male,59647
502,ALISHA,R,Alessandroni,2001 CARRINGTON MILL BOULEVARD,MORRISVILLE,NC,27560,2/15/1993,White,European American,Male,19436
503,AIMEE,NULL,Axson,215 MAIN STREET,BATAVIA,NY,14020,11/7/1991,White,European American,Female,34504
504,RENA,NULL,Beards,20 SOUTH 69TH STREET,UPPER DARBY,PA,19082,12/1/1994,White,European American,Male,41568
505,MYRNA,NULL,Applegate,18600 FERNVIEW STREET,LUTZ,FL,33558,2/7/1988,White,European American,Male,53727
506,MARLA,NULL,Afable,3050 TILLMAN DRIVE,BENSALEM,PA,19020,6/3/1982,White,European American,Female,23192
507,TAMMIE,NULL,Alameda,12121 HIGHWAY 49,GULFPORT,MS,39503,9/26/2001,White,European American,Male,65382
508,LATASHA,NULL,Alvelo,175 TOM HILL SR BOULEVARD,MACON,GA,31210,9/28/1995,Hispanic,European American,Female,15139
509,BONITA,NULL,Balash,110 COMMERCE LANE,FAIRVIEW HEIGHTS,IL,62208,1/26/2000,Black,European American,Female,28681
510,PATRICE,NULL,Bado,302 OCEANSIDE BOULEVARD,OCEANSIDE,CA,92054,5/12/1999,Black,European American,Male,17830
511,RONDA,NULL,Arundel,4994 CLAREMONT AVENUE,STOCKTON,CA,95207,11/19/1991,Black,European American,Male,16132
512,SHERRIE,NULL,Barrientes,4451 EAST SUNSET ROAD,HENDERSON,NV,89014,8/13/1996,White,European American,Male,50777
513,ADDIE,NULL,Baronne,2418 LOMITA BOULEVARD,LOMITA,CA,90717,8/4/1979,White,European American,Male,48083
514,FRANCINE,NULL,Bayardo,841 ARNELE AVENUE,EL CAJON,CA,92020,10/29/2001,White,European American,Male,42824
515,DELORIS,NULL,Beiswanger,14311 BEAR VALLEY ROAD,VICTORVILLE,CA,92392,7/13/1995,White,European American,Male,26816
516,STACIE,NULL,Barahana,663 NORTH EUCLID STREET,ANAHEIM,CA,92801,11/1/1980,White,European American,Male,83497
517,ADRIANA,NULL,Bejjani,641 WEST PALMDALE BOULEVARD,PALMDALE,CA,93550,12/2/1994,White,European American,Female,74578
518,CHERI,NULL,Barch,3737 MING AVENUE,BAKERSFIELD,CA,93309,10/18/1992,White,European American,Male,39856
519,SHELBY,NULL,Admire,1760 FREMONT BOULEVARD,SEASIDE,CA,93955,1/26/1978,White,European American,Female,22845
520,ABIGAIL,NULL,Ackley,159 2ND AVENUE,SAN MATEO,CA,94401,6/28/1986,White,European American,Male,80167
521,CELESTE,NULL,Ardizzone,22641 MAIN STREET,HAYWARD,CA,94541,3/28/1984,White,European American,Male,21203
522,JEWEL,NULL,Acevedo,2525 DOMINIC DRIVE,CHICO,CA,95928,9/10/1987,White,European American,Female,87554
523,CARA,NULL,Allsup,1560 MARKET STREET,REDDING,CA,96001,1/31/1986,White,European American,Male,42673
524,ADELE,NULL,Bellemy,3117 WEST SHAW AVENUE,FRESNO,CA,93711,8/19/1979,White,European American,Female,26637
525,REBEKAH,NULL,Amidi,1849 WILLOW PASS ROAD,CONCORD,CA,94520,12/29/1992,White,European American,Female,80551
526,LUCINDA,NULL,Awada,445 WEST WEBER AVENUE,STOCKTON,CA,95203,2/24/1996,White,European American,Male,35681
527,DORTHY,NULL,Beahan,39449 LOS ALAMOS ROAD,MURRIETA,CA,92563,9/6/1991,Hispanic,European American,Male,46016
528,CHRIS,NULL,Agbisit,2110 MAIN STREET,NAPA,CA,94559,2/15/1990,White,European American,Male,85306
529,EFFIE,NULL,Andrepont,1055 S. SHERMAN STREET,RICHARDSON,TX,75801,1/21/1991,White,European American,Male,48763
530,TRINA,NULL,Aharonof,1125 EAST LOS ANGELES STREET,SIMI VALLEY,CA,93065,12/7/2001,White,European American,Male,65701
531,REBA,NULL,Bartron,854 FOURTH STREET,SAN RAFAEL,CA,94901,9/14/1986,White,European American,Male,48016
532,SHAWN,NULL,Athans,330 E. YOSEMITE AVE STE. 201,MERCED,CA,95340,8/20/1987,White,European American,Female,39723
533,SALLIE,NULL,Bahl,1245 DIXWELL AVENUE,HAMDEN,CT,6514,3/26/1975,White,European American,Male,60820
534,AURORA,NULL,Banecker,500 KINGS HIGHWAY EAST,FAIRFIELD,CT,6825,7/24/1983,White,European American,Female,82961
535,LENORA,E,Barnum,33 EAST MAIN STREET,TORRINGTON,CT,6790,11/27/1992,Hispanic,European American,Male,42677
536,ETTA,NULL,Aydlett,7355 SPRING HILL DRIVE,SPRING HILL,FL,34606,7/30/1983,White,European American,Male,16655
537,LOTTIE,NULL,Aragao,1880 EAST DUBLIN GRANVILLE ROAD,COLUMBUS,OH,43229,8/4/1979,White,European American,Male,49773
538,KERRI,NULL,Bellefleur,21615 HESPERIAN BOULEVARD,HAYWARD,CA,94541,11/28/1981,White,European American,Male,80920
539,TRISHA,NULL,Alwardt,3871 STAGG DRIVE SUITE 186,BEAUMONT,TX,77701,1/10/1983,White,European American,Male,17724
540,NIKKI,NULL,Amor,1905 WEST LOOP 281,LONGVIEW,TX,75604,11/26/1975,White,European American,Male,20948
541,ESTELLA,NULL,Beirise,9888 FERGUSON,DALLAS,TX,75228,10/26/1999,White,European American,Male,37217
542,FRANCISCA,NULL,Beightol,5148 SOUTH LANCASTER,DALLAS,TX,75241,11/8/1991,White,European American,Female,30252
543,JOSIE,NULL,Akapo,610 C WEST CAVALCADE,HOUSTON,TX,77009,9/4/1998,White,European American,Male,55180
544,TRACIE,NULL,Ashwood,209 EAST WASHINGTON AVENUE,JACKSON,MI,49201,10/19/1987,Black,European American,Male,12917
545,MARISSA,NULL,Balzer,3309 HYLAND AVENUE SUITE J,COSTA MESA,CA,92626,9/1/1980,White,European American,Female,52366
546,KARIN,NULL,Bartolomeo,30 CHAPEL VIEW BOULEVARD,CRANSTON,RI,2920,3/22/1976,White,European American,Female,73069
547,BRITTNEY,NULL,Bercher,1285 OVIEDO MALL BLVD,OVIEDO,FL,32765,8/13/1994,White,European American,Male,57403
548,JANELLE,NULL,Appelgren,410 A STREET,SAN DIEGO,CA,92101,1/3/1979,Hispanic,European American,Male,68098
549,LOURDES,NULL,Anzideo,14210 NORTH NEBRASKA AVENUE,TAMPA,FL,33613,9/11/1994,White,European American,Male,21311
550,LAUREL,NULL,Augliano,40700 VAN DYKE,STERLING HEIGHTS,MI,48313,1/4/1982,Black,European American,Male,18064
551,HELENE,NULL,Ahlm,9941 INTERSTATE COMMERCE DRIVE,FORT MYERS,FL,33907,7/27/2001,White,European American,Female,60647
552,FERN,NULL,Alvine,700 GERVAIS STREET #D,COLUMBIA,SC,29201,12/22/1977,White,European American,Female,73843
553,ELVA,NULL,Aas,4952 CENTRE POINTE DRIVE,NORTH CHARLESTON,SC,29418,9/29/1988,White,European American,Male,49345
554,CORINNE,NULL,Badini,4948 COMMERCIAL DRIVE,NEW YORK MILLS,NY,13417,7/29/1987,White,European American,Male,39125
555,KELSEY,NULL,Belone,6465 SYCAMORE CANYON BLVD STE. 100,RIVERSIDE,CA,92507,3/13/1977,White,European American,Female,68539
556,INA,NULL,Anzaldua,13163 NORTHWEST FREEWAY   STE. A,HOUSTON,TX,77040,1/26/1995,Black,European American,Male,59120
557,BETTIE,NULL,Ajani,7700 WEST PARMER LANE,AUSTIN,TX,78729,9/27/1987,Hispanic,European American,Male,46601
558,ELISABETH,NULL,Almanzar,4743 RICHMOND ROAD,WARRENSVILLE HEIGHTS,OH,44128,5/4/1998,White,European American,Male,49309
559,AIDA,NULL,Bastian,6250 SOUTH CEDAR STREET,LANSING,MI,48911,5/19/2000,White,European American,Male,59167
560,CAITLIN,U,Bedolla,2335 SOUTH MOONEY BOULEVARD,VISALIA,CA,93277,11/9/1981,White,European American,Male,28847
561,INGRID,NULL,Bastress,100 INTERNATIONAL DRIVE,BALTIMORE,MD,21202,4/29/1979,White,European American,Male,27341
562,IVA,NULL,Beale,14555 POTOMAC MILLS ROAD,WOODBRIDGE,VA,22192,9/19/1994,Hispanic,European American,Female,12170
563,EUGENIA,NULL,Barile,ROUTE 60 AND PARK MANOR DRIVE,PITTSBURGH,PA,15205,4/22/1988,Black,European American,Female,14336
564,CHRISTA,NULL,Bailard,14445 POTOMAC MILLS ROAD,WOODBRIDGE,VA,22192,3/8/1993,White,European American,Male,17973
565,GOLDIE,NULL,Adkerson,800 NORTH 3RD STREET,ST. LOUIS,MO,63102,5/10/1980,White,European American,Female,80522
566,CASSIE,NULL,Bagwill,1001 SOUTH FORT HOOD STREET,KILLEEN,TX,76541,9/25/1999,White,European American,Male,63738
567,MAUDE,NULL,Baxley,2000 N. ALAFAYA TRAIL,ORLANDO,FL,32826,10/27/1999,Black,European American,Male,35703
568,JENIFER,NULL,Arview,4310 W MARTIN LUTHER KING BLVD,FAYETTEVILLE,AR,72701,12/29/1996,Hispanic,European American,Male,38182
569,THERESE,NULL,Bedee,2363 LAKEWOOD ROAD,TOMS RIVER,NJ,8755,4/19/1980,White,European American,Female,19805
570,FRANKIE,NULL,Badder,8041 L TYSONS CORNER CENTER,MCLEAN,VA,22102,3/23/1993,White,European American,Female,46183
571,DENA,NULL,Baumgarten,11600 COLLEGE BOULEVARD,OVERLAND PARK,KS,66210,9/18/1992,White,European American,Female,29544
572,LORNA,NULL,Acklen,620 SW GOVERNOR VIEW,TOPEKA,KS,66606,3/10/1998,White,European American,Female,39458
573,JANETTE,NULL,Bangert,5244 WEST OVERLAND ROAD,BOISE,ID,83705,6/21/1989,White,European American,Male,14379
574,LATONYA,NULL,Adamczak,310 WARD PARKWAY,KANSAS CITY,MO,64112,3/19/1986,Black,European American,Male,83134
575,CANDY,NULL,Bellemare,6963 NW LOOP 410,SAN ANTONIO,TX,78238,11/15/1984,White,European American,Female,36221
576,MORGAN,NULL,Ambrosini,1890 N. MARKET STREET SUITE 201,FREDERICK,MD,21701,4/14/1994,White,European American,Female,55370
577,CONSUELO,NULL,Beltramo,1300 INTERNATIONAL PARKWAY,RICHARDSON,TX,75081,11/27/1995,White,European American,Female,88839
578,TAMIKA,NULL,Bedient,115 SOUTH 5TH STREET,SALINA,KS,67401,4/3/1975,White,European American,Male,40660
579,ROSETTA,NULL,Agudo,14 MARKETPLACE DRIVE,AUGUSTA,ME,4330,4/2/1978,Hispanic,European American,Female,44054
580,DEBORA,NULL,Banez,9100 KEYSTONE CROSSING,INDIANAPOLIS,IN,46240,7/19/1995,White,European American,Male,68936
581,CHERIE,NULL,Agostinelli,901 SOUTH MIAMI AVENUE,MIAMI,FL,33130,9/10/1989,White,European American,Male,70099
582,POLLY,NULL,Autin,15435 CLAYTON ROAD,BALLWIN,MO,63011,12/22/1975,Hispanic,European American,Male,52528
583,DINA,NULL,Achterhof,900 BERGEN AVENUE,JERSEY CITY,NJ,7306,1/9/1999,White,European American,Female,27412
584,JEWELL,NULL,Avis,500 8TH AVENUE,NEW YORK,NY,10018,6/3/1999,White,European American,Male,37883
585,FAY,NULL,Acey,727 GRANITE STREET,BRAINTREE,MA,2184,10/13/1996,White,European American,Female,40136
586,JILLIAN,NULL,Belsky,18660 FORD ROAD,DETROIT,MI,48228,9/12/1983,White,European American,Male,55416
587,DOROTHEA,NULL,Arline,545 EAST JOHN CARPENTER FREEWAY,IRVING,TX,75062,6/27/1989,White,European American,Male,75189
588,NELL,K,Berber,5177 RICHMOND AVENUE,HOUSTON,TX,77056,5/27/1975,White,European American,Female,82596
589,TRUDY,NULL,Adelsperger,2003-B SOUTH COMMERCE STREET,GRENADA,MS,38901,5/1/1995,Asian,European American,Male,36641
590,ESPERANZA,NULL,Avetisyan,539 WEST UNIVERSITY PARKWAY,OREM,UT,84004,11/27/1995,White,European American,Male,64599
591,PATRICA,NULL,Acken,8492 BALTIMORE NATIONAL PIKE,ELLICOTT CITY,MD,20143,5/1/1990,White,European American,Female,68748
592,KIMBERLEY,NULL,Battersby,5549 MONROE STREET,SYLVANIA,OH,43560,1/20/1980,White,European American,Female,11196
593,SHANNA,NULL,Benser,9250 NW 36TH STREET,DORAL,FL,33178,8/30/1999,White,European American,Male,67504
594,HELENA,NULL,Bendell,ROAD #64 KM 6.6 BARRIO ALGARROBO,MAYAGUEZ,PR,682,8/16/1983,White,European American,Male,12723
595,CAROLINA,NULL,Angeletti,106 YORKTOWN CENTER,LOMBARD,IL,60148,2/4/1998,Hispanic,European American,Male,25123
596,CLEO,NULL,Batteen,23565 MOULTON PARKWAY STES A AND B,LAGUNA HILLS,CA,92653,3/26/1977,White,European American,Male,59609
597,STEFANIE,NULL,Baile,1215 A WOODRUFF ROAD,GREENVILLE,SC,29607,8/8/1991,White,European American,Male,33508
598,ROSARIO,NULL,Bergsten,113 WEST PHOENIX AVENUE,FLAGSTAFF,AZ,86001,8/19/1989,White,European American,Female,50261
599,OLA,NULL,Argubright,115 SOUTH MCCORMICK STREET,PRESCOTT,AZ,86303,10/13/1983,White,European American,Male,58427
600,JANINE,NULL,Beese,1740 WEST 92ND STREET,KANSAS CITY,MO,64114,12/12/1979,Hispanic,European American,Male,67913
601,MOLLIE,NULL,Amat,10213 LINN STATION ROAD,LOUISVILLE,KY,40223,3/24/1977,White,European American,Female,43502
602,LUPE,NULL,Berard,2704 TEXAS AVENUE SOUTH,COLLEGE STATION,TX,77840,9/20/1990,White,European American,Male,11651
603,ALISA,NULL,Aschim,18454 WEST CREEK DRIVE,TINLEY PARK,IL,60477,4/29/1977,Black,European American,Male,16753
604,LOU,NULL,Alfero,8813 WESTERN WAY,JACKSONVILLE,FL,32256,9/6/1995,White,European American,Female,10247
605,MARIBEL,NULL,Basel,18780 EAST BAGLEY ROAD,MIDDLEBURG HEIGHTS,OH,44130,3/13/1979,Hispanic,European American,Male,29899
606,SUSANNE,NULL,Attia,8475 SOUTH EMERALD DRIVE,TEMPE,AZ,85284,4/25/1984,Black,European American,Male,70680
607,BETTE,NULL,Armbrister,336 W. CLAY AVENUE,MUSKEGON,MI,49440,7/13/1984,White,European American,Male,25711
608,SUSANA,NULL,Arguello,2000 ST. CLAIR STREET,PORT HURON,MI,48060,6/4/1996,White,European American,Female,83544
609,ELISE,NULL,Beau,1400 SOUTH M-52,OWOSSO,MI,48867,12/14/1986,White,European American,Male,64545
610,CECILE,NULL,Akahi,1201 W. 5TH STREET,LOS ANGELES,CA,90017,7/22/1986,White,European American,Female,81113
611,ISABELLE,NULL,Baskerville,830 FIRST STREET N.E.,WASHINGTON,DC,20202,9/30/1999,White,European American,Female,55943
612,LESLEY,NULL,Allegre,2606 DWIGHT WAY,BERKELEY,CA,94704,9/8/1989,White,European American,Male,34961
613,JOCELYN,NULL,Bayard,2451 RIDGE RD,BERKELEY,CA,94709,10/20/1995,White,European American,Female,46305
614,PAIGE,NULL,Aiello,170 E 10TH ST,CLAREMONT,CA,91711,8/22/1982,Hispanic,European American,Male,58087
615,JONI,NULL,Barclay,135 N OAKLAND,PASADENA,CA,91182,7/12/1998,White,European American,Male,75827
616,RACHELLE,NULL,Barsch,2400 RIDGE ROAD,BERKELEY,CA,94709,7/25/1987,Other,European American,Male,44107
617,LEOLA,NULL,Alsobrooks,1798 SCENIC AVE,BERKELEY,CA,94709,1/15/1981,Hispanic,European American,Male,44133
618,DAPHNE,NULL,Barajos,105 SEMINARY ROAD,SAN ANSELMO,CA,94960,8/18/1980,White,European American,Female,65169
619,ALTA,NULL,Anliker,1325 N COLLEGE AVE,CLAREMONT,CA,91711,1/17/1992,Black,European American,Male,23008
620,ESTER,NULL,Balmer,3050 WILSHIRE BOULEVARD,LOS ANGELES,CA,90010,9/18/1982,White,European American,Male,87390
621,PETRA,NULL,Bergren,2201 SOUTH UNIVERSITY BOULEVAR,DENVER,CO,80210,10/14/1984,White,European American,Male,30881
622,GRACIELA,D,Babilon,77 SHERMAN STREET,HARTFORD,CT,6105,6/29/1981,White,European American,Male,13267
623,IMOGENE,NULL,Balin,4500 MASSACHUSETTS AVENUE  NW,WASHINGTON,DC,20016,3/17/1996,Hispanic,European American,Male,82204
624,JOLENE,NULL,Bartolomucci,701 COLUMBIA DR PO BOX 520,DECATUR,GA,30031,8/22/1975,White,European American,Male,55389
625,KEISHA,R,Arvez,700 MARTIN LUTHER KING DR SW,ATLANTA,GA,30314,2/15/1975,White,European American,Male,75055
626,LACEY,NULL,Barthel,23 S SPRING AVE,ST LOUIS,MO,63108,10/2/1982,White,European American,Male,81310
627,GLENNA,NULL,Adamik,615 NATIONAL RD  WEST,RICHMOND,IN,47374,9/27/1988,White,European American,Male,81945
628,GABRIELA,NULL,Amyx,5757 S. UNIVERSITY AVENUE,CHICAGO,IL,60637,9/22/1983,Hispanic,European American,Male,17911
629,KERI,NULL,Akiona,2121 SHERIDAN RD,EVANSTON,IL,60201,8/18/1975,White,European American,Male,84088
630,URSULA,NULL,Barrier,315 S PLYMOUTH CT,CHICAGO,IL,60604,10/5/1985,Hispanic,European American,Female,38231
631,LIZZIE,NULL,Antilla,1100 EAST 55TH STREET,CHICAGO,IL,60615,3/30/1997,White,European American,Male,85886
632,KIRSTEN,NULL,Ashford,5460 S. UNIVERSITY AVENUE,CHICAGO,IL,60615,8/23/1984,White,European American,Male,18059
633,SHANA,NULL,Arenburg,5701 SOUTH WOODLAWN AVENUE,CHICAGO,IL,60637,1/7/2001,White,European American,Male,42304
634,ADELINE,NULL,Avelino,660 E BUTTERFIELD RD,LOMBARD,IL,60148,8/8/1975,White,European American,Female,71950
